ANIO_REGIS,ENT_OCURR,SEXO,TOTAL,00_04,05_14,15_24,25_44,45_64,>65
2011,30,Total,7855504,721203,1487322,1431023,2225582,1415752,574622
2011,31,Hombres,993169,91102,189584,192668,288460,165702,65653
2011,31,Mujeres,1017588,88895,183469,188294,306959,176920,73051
2011,31,Total,2010757,179997,373053,380962,595419,342622,138704
2011,32,Hombres,747384,81684,157609,141187,197784,116585,52535
2011,32,Mujeres,781163,79022,153102,144211,221858,125473,57497
2011,32,Total,1528547,160706,310711,285398,419642,242058,110032
2012,1,Hombres,612347,65462,130684,121315,171567,93803,29516
2012,1,Mujeres,638615,62613,126300,120147,189780,103501,36274
2012,1,Total,1250962,128075,256984,241462,361347,197304,65790
2012,2,Hombres,1641881,155134,312642,312825,515772,272915,72593
2012,2,Mujeres,1616505,150607,300855,298470,511313,270033,85227
2012,2,Total,3258386,305741,613497,611295,1027085,542948,157820
2012,3,Hombres,341811,32401,62961,64457,110334,56648,15010
2012,3,Mujeres,326824,31351,60338,59391,105412,53867,16465
2012,3,Total,668635,63752,123299,123848,215746,110515,31475
2012,4,Hombres,429944,42765,83749,82497,125976,70337,24620
2012,4,Mujeres,437120,41422,81627,82307,134764,71536,25464
2012,4,Total,867064,84187,165376,164804,260740,141873,50084
2012,5,Hombres,1432210,144709,281342,266671,415943,244419,79126
2012,5,Mujeres,1442539,139479,269736,255651,433392,253536,90745
2012,5,Total,2874749,284188,551078,522322,849335,497955,169871
2012,6,Hombres,338869,32516,64128,63657,99978,58679,19911
2012,6,Mujeres,343018,31005,60882,62412,105806,60228,22685
2012,6,Total,681887,63521,125010,126069,205784,118907,42596
2012,7,Hombres,2475130,302629,572133,495939,639414,343783,121232
2012,7,Mujeres,2563656,294624,559423,507007,718950,355803,127849
2012,7,Total,5038786,597253,1131556,1002946,1358364,699586,249081
2012,8,Hombres,1757105,174118,348421,328801,513358,295794,96613
2012,8,Mujeres,1774499,169163,335853,317540,531102,309114,111727
2012,8,Total,3531604,343281,684274,646341,1044460,604908,208340
2012,9,Hombres,4333141,318878,683134,761804,1371136,887218,310971
2012,9,Mujeres,4715959,308188,660296,749259,1511564,1037765,448887
2012,9,Total,9049100,627066,1343430,1511063,2882700,1924983,759858
2012,10,Hombres,842919,89088,175786,162236,228757,134830,52222
2012,10,Mujeres,865520,86212,169842,159188,247575,144654,58049
2012,10,Total,1708439,175300,345628,321424,476332,279484,110271
2012,11,Hombres,2761248,297141,586667,541426,760322,420471,155221
2012,11,Mujeres,2942740,286715,571784,555866,869790,470969,187616
2012,11,Total,5703988,583856,1158451,1097292,1630112,891440,342837
2012,12,Hombres,1697906,191147,382493,334532,424788,256524,108422
2012,12,Mujeres,1798014,185040,373031,341453,483580,284912,129998
2012,12,Total,3495920,376187,755524,675985,908368,541436,238420
2012,13,Hombres,1341472,137764,276460,251144,364600,226583,84921
2012,13,Mujeres,1433629,132805,267901,257431,425808,248626,101058
2012,13,Total,2775101,270569,544361,508575,790408,475209,185979
2012,14,Hombres,3772356,385449,752754,725226,1078596,609362,220969
2012,14,Mujeres,3900554,371568,727454,710719,1157559,666255,266999
2012,14,Total,7672910,757017,1480208,1435945,2236155,1275617,487968
2012,15,Hombres,7730332,749395,1513708,1473537,2305729,1309647,378316
2012,15,Mujeres,8090065,722537,1465576,1462718,2544047,1424918,470269
2012,15,Total,15820397,1471932,2979284,2936255,4849776,2734565,848585
2012,16,Hombres,2182853,232455,454682,419416,580837,347768,147695
2012,16,Mujeres,2322547,225101,445915,432201,659847,385361,174122
2012,16,Total,4505400,457556,900597,851617,1240684,733129,321817
2012,17,Hombres,896919,85380,173861,169384,250003,157923,60368
2012,17,Mujeres,955344,81907,167901,170382,285262,176036,73856
2012,17,Total,1852263,167287,341762,339766,535265,333959,134224
2012,18,Hombres,567320,58610,112444,105765,157254,95147,38100
2012,18,Mujeres,568211,56254,107185,102196,164127,97212,41237
2012,18,Total,1135531,114864,219629,207961,321381,192359,79337
2012,19,Hombres,2454372,226154,449417,451093,761645,430192,135871
2012,19,Mujeres,2454952,219069,431737,428948,768006,444102,163090
2012,19,Total,4909324,445223,881154,880041,1529651,874294,298961
2012,20,Hombres,1883676,199997,408122,359857,479147,301330,135223
2012,20,Mujeres,2040646,193724,399943,374225,565210,342925,164619
2012,20,Total,3924322,393721,808065,734082,1044357,644255,299842
2012,21,Hombres,2904129,314635,626297,572796,781537,441772,167092
2012,21,Mujeres,3133789,304722,611273,585751,908392,508943,214708
2012,21,Total,6037918,619357,1237570,1158547,1689929,950715,381800
2012,22,Hombres,943880,96221,192388,186569,277689,145814,45199
2012,22,Mujeres,987006,92415,185433,187077,308182,158555,55344
2012,22,Total,1930886,188636,377821,373646,585871,304369,100543
2012,23,Hombres,713458,71633,136046,142091,235487,104373,23828
2012,23,Mujeres,692953,69731,131399,135836,232627,99162,24198
2012,23,Total,1406411,141364,267445,277927,468114,203535,48026
2012,24,Hombres,1309547,132608,272781,251330,348077,214214,90537
2012,24,Mujeres,1371161,128228,265144,252231,391657,231648,102253
2012,24,Total,2680708,260836,537925,503561,739734,445862,192790
2012,25,Hombres,1441213,135239,279260,272127,409393,252383,92811
2012,25,Mujeres,1452202,129690,266795,262016,427542,263086,103073
2012,25,Total,2893415,264929,546055,534143,836935,515469,195884
2012,26,Hombres,1389692,132332,267794,257728,407854,244211,79773
2012,26,Mujeres,1379843,128394,256588,245768,412139,246921,90033
2012,26,Total,2769535,260726,524382,503496,819993,491132,169806
2012,27,Hombres,1146367,118999,232040,219786,330635,185082,59825
2012,27,Mujeres,1179000,114009,224841,221752,365186,188636,64576
2012,27,Total,2325367,233008,456881,441538,695821,373718,124401
2012,28,Hombres,1680212,164369,322195,307567,497617,290921,97543
2012,28,Mujeres,1710048,158883,309071,297360,523815,304449,116470
2012,28,Total,3390260,323252,631266,604927,1021432,595370,214013
2012,29,Hombres,597548,62537,125221,117035,167123,92209,33423
2012,29,Mujeres,632024,60171,120838,117440,191607,102399,39569
2012,29,Total,1229572,122708,246059,234475,358730,194608,72992
2012,30,Hombres,3860821,368287,756449,717543,1052429,695765,270348
2012,30,Mujeres,4096422,354435,728271,720686,1205169,764712,323149
2012,30,Total,7957243,722722,1484720,1438229,2257598,1460477,593497
2012,31,Hombres,1008300,90885,189680,194973,294706,170661,67395
2012,31,Mujeres,1033281,88775,183700,189805,313024,182784,75193
2012,31,Total,2041581,179660,373380,384778,607730,353445,142588
2012,32,Hombres,757953,81958,158166,142515,201219,120566,53529
2012,32,Mujeres,790053,79283,153401,144360,224917,129469,58623
2012,32,Total,1548006,161241,311567,286875,426136,250035,112152
2013,1,Hombres,626684,65629,131899,124478,176220,97729,30729
2013,1,Mujeres,651518,62674,127413,122087,193767,107888,37689
2013,1,Total,1278202,128303,259312,246565,369987,205617,68418
2013,2,Hombres,1655721,153440,311329,314205,517596,283418,75733
2013,2,Mujeres,1637045,149677,300381,299822,516895,281159,89111
2013,2,Total,3292766,303117,611710,614027,1034491,564577,164844
2013,3,Hombres,350154,32868,63747,65500,113014,59185,15840
2013,3,Mujeres,335630,31802,61351,60280,107944,56645,17608
2013,3,Total,685784,64670,125098,125780,220958,115830,33448
2013,4,Hombres,437776,43289,84046,83294,129024,72635,25488
2013,4,Mujeres,446135,42133,82317,82976,137777,74400,26532
2013,4,Total,883911,85422,166363,166270,266801,147035,52020
2013,5,Hombres,1454560,145880,282949,269977,420875,253048,81831
2013,5,Mujeres,1463362,140324,270902,257819,438257,262450,93610
2013,5,Total,2917922,286204,553851,527796,859132,515498,175441
2013,6,Hombres,345470,33040,64826,64362,102196,60562,20484
2013,6,Mujeres,349938,31360,61391,63117,108198,62435,23437
2013,6,Total,695408,64400,126217,127479,210394,122997,43921
2013,7,Hombres,2518378,307369,577293,500697,653764,354148,125107
2013,7,Mujeres,2612116,299537,564557,510360,736305,369112,132245
2013,7,Total,5130494,606906,1141850,1011057,1390069,723260,257352
2013,8,Hombres,1770882,171900,347796,330590,515758,305671,99167
2013,8,Mujeres,1790822,167496,335493,318859,535140,319130,114704
2013,8,Total,3561704,339396,683289,649449,1050898,624801,213871
2013,9,Hombres,4335119,309494,668842,754904,1371128,907114,323637
2013,9,Mujeres,4722710,299610,646855,739319,1510680,1061716,464530
2013,9,Total,9057829,609104,1315697,1494223,2881808,1968830,788167
2013,10,Hombres,855497,89771,176561,163769,232853,139204,53339
2013,10,Mujeres,878109,86858,170807,160227,251314,149189,59714
2013,10,Total,1733606,176629,347368,323996,484167,288393,113053
2013,11,Hombres,2804642,296833,586381,548832,778974,434989,158633
2013,11,Mujeres,2977219,285867,570113,557813,884057,487204,192165
2013,11,Total,5781861,582700,1156494,1106645,1663031,922193,350798
2013,12,Hombres,1710334,190502,380102,334912,430780,263124,110914
2013,12,Mujeres,1814203,184027,370236,341305,490905,293916,133814
2013,12,Total,3524537,374529,750338,676217,921685,557040,244728
2013,13,Hombres,1361849,137625,277707,253364,370998,234158,87997
2013,13,Mujeres,1455651,132497,268477,257827,433432,258618,104800
2013,13,Total,2817500,270122,546184,511191,804430,492776,192797
2013,14,Hombres,3824841,383522,754200,732400,1099274,628197,227248
2013,14,Mujeres,3948420,369917,729533,714017,1174392,685955,274606
2013,14,Total,7773261,753439,1483733,1446417,2273666,1314152,501854
2013,15,Hombres,7833791,741813,1508699,1483513,2338814,1363049,397903
2013,15,Mujeres,8201687,713107,1459008,1467241,2581716,1486500,494115
2013,15,Total,16035478,1454920,2967707,2950754,4920530,2849549,892018
2013,16,Hombres,2208084,234214,454728,420709,591287,356746,150400
2013,16,Mujeres,2346268,226684,445814,431460,668580,395955,177775
2013,16,Total,4554352,460898,900542,852169,1259867,752701,328175
2013,17,Hombres,909998,85408,173531,171125,254442,162914,62578
2013,17,Mujeres,969007,81908,167533,171185,289447,182016,76918
2013,17,Total,1879005,167316,341064,342310,543889,344930,139496
2013,18,Hombres,577537,59252,113860,107080,160443,98066,38836
2013,18,Mujeres,578492,56927,108372,103013,167640,100145,42395
2013,18,Total,1156029,116179,222232,210093,328083,198211,81231
2013,19,Hombres,2504535,227593,454511,460421,774383,446921,140706
2013,19,Mujeres,2505029,220861,437031,436148,780249,461689,169051
2013,19,Total,5009564,448454,891542,896569,1554632,908610,309757
2013,20,Hombres,1900018,199151,405986,360368,487558,308812,138143
2013,20,Mujeres,2058029,192898,397536,372748,573981,352371,168495
2013,20,Total,3958047,392049,803522,733116,1061539,661183,306638
2013,21,Hombres,2944213,313909,626356,579693,797057,455588,171610
2013,21,Mujeres,3175079,304164,610934,588240,924043,526416,221282
2013,21,Total,6119292,618073,1237290,1167933,1721100,982004,392892
2013,22,Hombres,968840,97265,194510,190944,286573,152441,47107
2013,22,Mujeres,1008558,93058,186474,189449,316309,165823,57445
2013,22,Total,1977398,190323,380984,380393,602882,318264,104552
2013,23,Hombres,731997,72200,137930,144552,241661,110096,25558
2013,23,Mujeres,713882,70395,133481,138386,239819,105651,26150
2013,23,Total,1445879,142595,271411,282938,481480,215747,51708
2013,24,Hombres,1322619,131036,271280,253021,353480,220779,93023
2013,24,Mujeres,1385128,126778,263907,252627,397135,239342,105339
2013,24,Total,2707747,257814,535187,505648,750615,460121,198362
2013,25,Hombres,1461422,135333,280166,274967,414728,260326,95902
2013,25,Mujeres,1473963,129569,267337,263951,433635,272277,107194
2013,25,Total,2935385,264902,547503,538918,848363,532603,203096
2013,26,Hombres,1405961,131676,268103,259746,412513,251696,82227
2013,26,Mujeres,1403170,128497,258048,248923,419109,255547,93046
2013,26,Total,2809131,260173,526151,508669,831622,507243,175273
2013,27,Hombres,1163378,119918,232300,220561,336783,191738,62078
2013,27,Mujeres,1196407,114532,225002,221679,371828,196070,67296
2013,27,Total,2359785,234450,457302,442240,708611,387808,129374
2013,28,Hombres,1698177,164094,323444,308872,499879,300982,100906
2013,28,Mujeres,1728513,158785,309950,297088,526602,315443,120645
2013,28,Total,3426690,322879,633394,605960,1026481,616425,221551
2013,29,Hombres,608805,62414,125739,118929,171067,96148,34508
2013,29,Mujeres,642969,59994,121161,118408,195550,107009,40847
2013,29,Total,1251774,122408,246900,237337,366617,203157,75355
2013,30,Hombres,3910470,369282,755924,722071,1068356,715773,279064
2013,30,Mujeres,4144914,354730,725895,720410,1220146,789649,334084
2013,30,Total,8055384,724012,1481819,1442481,2288502,1505422,613148
2013,31,Hombres,1022930,90640,189744,196786,300940,175605,69215
2013,31,Mujeres,1048597,88628,183895,191030,318946,188695,77403
2013,31,Total,2071527,179268,373639,387816,619886,364300,146618
2013,32,Hombres,768132,82203,158691,143479,204619,124579,54561
2013,32,Mujeres,798545,79519,153670,144283,227824,133488,59761
2013,32,Total,1566677,161722,312361,287762,432443,258067,114322
2014,1,Hombres,640978,65780,133093,127413,180964,101735,31993
2014,1,Mujeres,664295,62746,128479,123883,197658,112379,39150
2014,1,Total,1305273,128526,261572,251296,378622,214114,71143
2014,2,Hombres,1669035,151721,309967,314908,519335,294094,79010
2014,2,Mujeres,1657183,148780,299800,300800,522090,292550,93163
2014,2,Total,3326218,300501,609767,615708,1041425,586644,172173
2014,3,Hombres,358474,33327,64521,66406,115733,61777,16710
2014,3,Mujeres,344449,32256,62346,61096,110434,59509,18808
2014,3,Total,702923,65583,126867,127502,226167,121286,35518
2014,4,Hombres,445522,43802,84336,83923,132134,74951,26376
2014,4,Mujeres,455067,42846,82973,83545,140728,77327,27648
2014,4,Total,900589,86648,167309,167468,272862,152278,54024
2014,5,Hombres,1476483,147015,284511,272728,425824,261769,84636
2014,5,Mujeres,1483662,141188,271969,259671,442779,271493,96562
2014,5,Total,2960145,288203,556480,532399,868603,533262,181198
2014,6,Hombres,351977,33554,65512,64938,104446,62454,21073
2014,6,Mujeres,356761,31717,61875,63751,110537,64679,24202
2014,6,Total,708738,65271,127387,128689,214983,127133,45275
2014,7,Hombres,2560799,312020,582342,504444,668372,364510,129111
2014,7,Mujeres,2659823,304474,569469,513095,753362,382636,136787
2014,7,Total,5220622,616494,1151811,1017539,1421734,747146,265898
2014,8,Hombres,1783950,169655,347113,331676,518081,315630,101795
2014,8,Mujeres,1806394,165868,335013,319785,538716,329249,117763
2014,8,Total,3590344,335523,682126,651461,1056797,644879,219558
2014,9,Hombres,4334999,300090,654465,746237,1370688,926697,336822
2014,9,Mujeres,4727023,291134,633225,728388,1508121,1085447,480708
2014,9,Total,9062022,591224,1287690,1474625,2878809,2012144,817530
2014,10,Hombres,867799,90433,177304,164971,237007,143604,54480
2014,10,Mujeres,890361,87515,171707,161071,254880,153763,61425
2014,10,Total,1758160,177948,349011,326042,491887,297367,115905
2014,11,Hombres,2847339,296464,585999,555164,797972,449635,162105
2014,11,Mujeres,3010638,285073,568246,559076,897783,503660,196800
2014,11,Total,5857977,581537,1154245,1114240,1695755,953295,358905
2014,12,Hombres,1722010,189819,377649,334592,436828,269674,113448
2014,12,Mujeres,1829755,183053,367317,340741,497910,303010,137724
2014,12,Total,3551765,372872,744966,675333,934738,572684,251172
2014,13,Hombres,1381861,137459,278907,255062,377456,241790,91187
2014,13,Mujeres,1477378,132214,268954,257906,440809,268823,108672
2014,13,Total,2859239,269673,547861,512968,818265,510613,199859
2014,14,Hombres,3876126,381517,755520,738064,1120262,647061,233702
2014,14,Mujeres,3994697,368341,731350,716428,1190433,705746,282399
2014,14,Total,7870823,749858,1486870,1454492,2310695,1352807,516101
2014,15,Hombres,7935963,734105,1503456,1490371,2372187,1417436,418408
2014,15,Mujeres,8312120,703855,1451949,1469931,2617679,1549653,519053
2014,15,Total,16248083,1437960,2955405,2960302,4989866,2967089,937461
2014,16,Hombres,2232363,235911,454692,421123,601880,365640,153117
2014,16,Mujeres,2368878,228299,445554,430179,676842,406550,181454
2014,16,Total,4601241,464210,900246,851302,1278722,772190,334571
2014,17,Hombres,922851,85416,173170,172526,258942,167928,64869
2014,17,Mujeres,982423,81926,167112,171780,293427,188078,80100
2014,17,Total,1905274,167342,340282,344306,552369,356006,144969
2014,18,Hombres,587560,59877,115255,108182,163684,100988,39574
2014,18,Mujeres,588571,57607,109518,103705,171074,103086,43581
2014,18,Total,1176131,117484,224773,211887,334758,204074,83155
2014,19,Hombres,2554274,228976,459533,468850,787278,463908,145729
2014,19,Mujeres,2554542,222685,442165,442830,791997,479636,175229
2014,19,Total,5108816,451661,901698,911680,1579275,943544,320958
2014,20,Hombres,1915545,198265,403781,360127,496066,316202,141104
2014,20,Mujeres,2074532,192110,394993,370813,582379,361812,172425
2014,20,Total,3990077,390375,798774,730940,1078445,678014,313529
2014,21,Hombres,2983396,313119,626318,585435,812825,469454,176245
2014,21,Mujeres,3215363,303663,610380,590008,939156,544119,228037
2014,21,Total,6198759,616782,1236698,1175443,1751981,1013573,404282
2014,22,Hombres,993816,98283,196600,194966,295654,159218,49095
2014,22,Mujeres,1030004,93718,187447,191595,324328,173289,59627
