ANIO_REGIS,ENT_OCURR,SEXO,TOTAL,00_04,05_14,15_24,25_44,45_64,>65
2007,13,Hombres,1213154,134806,268159,227462,325030,187306,70391
2007,13,Mujeres,1300228,130086,262230,244859,379243,200741,83069
2007,13,Total,2513382,264892,530389,472321,704273,388047,153460
2007,14,Hombres,3483732,389283,747129,667888,974445,514130,190857
2007,14,Mujeres,3638949,374577,722491,682713,1065000,563808,230360
2007,14,Total,7122681,763860,1469620,1350601,2039445,1077938,421217
2007,15,Hombres,7191190,761684,1513068,1383692,2157474,1071430,303842
2007,15,Mujeres,7499511,735205,1467828,1413579,2353798,1151120,377981
2007,15,Total,14690701,1496889,2980896,2797271,4511272,2222550,681823
2007,16,Hombres,2019528,229354,456652,387214,519063,296379,130866
2007,16,Mujeres,2177518,222052,450427,420192,605258,327421,152168
2007,16,Total,4197046,451406,907079,807406,1124321,623800,283034
2007,17,Hombres,822655,85028,173626,154533,227041,131699,50728
2007,17,Mujeres,879859,81707,168408,162068,261241,145328,61107
2007,17,Total,1702514,166735,342034,316601,488282,277027,111835
2007,18,Hombres,507305,54591,107052,94730,137544,80061,33327
2007,18,Mujeres,511984,52510,102586,95208,145372,81431,34877
2007,18,Total,1019289,107101,209638,189938,282916,161492,68204
2007,19,Hombres,2227292,222221,431112,408868,699255,351352,114484
2007,19,Mujeres,2226306,214111,413607,398252,701583,362227,136526
2007,19,Total,4453598,436332,844719,807120,1400838,713579,251010
2007,20,Hombres,1775014,201836,417485,340439,437001,260732,117521
2007,20,Mujeres,1922416,195506,410590,366328,515850,293668,140474
2007,20,Total,3697430,397342,828075,706767,952851,554400,257995
2007,21,Hombres,2722690,323745,629668,530585,716177,376425,146090
2007,21,Mujeres,2935777,312781,616533,564507,829502,427725,184729
2007,21,Total,5658467,636526,1246201,1095092,1545679,804150,330819
2007,22,Hombres,831028,92617,184254,163662,239189,114865,36441
2007,22,Mujeres,878380,89256,180232,172977,267613,123661,44641
2007,22,Total,1709408,181873,364486,336639,506802,238526,81082
2007,23,Hombres,614856,66989,126153,123715,201562,78774,17663
2007,23,Mujeres,591195,64933,121209,119640,195142,72807,17464
2007,23,Total,1206051,131922,247362,243355,396704,151581,35127
2007,24,Hombres,1235133,139798,279937,233751,320457,182511,78679
2007,24,Mujeres,1297821,135035,272591,244744,362236,195415,87800
2007,24,Total,2532954,274833,552528,478495,682693,377926,166479
2007,25,Hombres,1355829,137079,282574,256308,384216,216149,79503
2007,25,Mujeres,1363935,131892,270537,253075,400444,221912,86075
2007,25,Total,2719764,268971,553111,509383,784660,438061,165578
2007,26,Hombres,1279391,132799,262489,236078,376487,203396,68142
2007,26,Mujeres,1261739,127028,249569,228465,377292,203775,75610
2007,26,Total,2541130,259827,512058,464543,753779,407171,143752
2007,27,Hombres,1047075,114729,228184,205571,298373,150838,49380
2007,27,Mujeres,1074551,110345,221846,214167,325251,150897,52045
2007,27,Total,2121626,225074,450030,419738,623624,301735,101425
2007,28,Hombres,1575972,164483,318087,291764,474487,242946,84205
2007,28,Mujeres,1601218,158578,305585,290231,494236,253349,99239
2007,28,Total,3177190,323061,623672,581995,968723,496295,183444
2007,29,Hombres,549276,63006,123287,107462,151580,75094,28847
2007,29,Mujeres,580526,60677,119401,112180,172552,81954,33762
2007,29,Total,1129802,123683,242688,219642,324132,157048,62609
2007,30,Hombres,3620359,374597,771733,671517,975922,595907,230683
2007,30,Mujeres,3855044,360910,747771,703779,1122534,647182,272868
2007,30,Total,7475403,735507,1519504,1375296,2098456,1243089,503551
2007,31,Hombres,943919,93744,192601,183921,268576,146181,58896
2007,31,Mujeres,963283,90676,185805,183443,284042,154629,64688
2007,31,Total,1907202,184420,378406,367364,552618,300810,123584
2007,32,Hombres,702258,81135,157598,131630,181933,101818,48144
2007,32,Mujeres,742489,78262,153902,140951,207556,109640,52178
2007,32,Total,1444747,159397,311500,272581,389489,211458,100322
2008,1,Hombres,561938,65252,127181,109142,155624,79278,25461
2008,1,Mujeres,591530,62597,123334,112538,174451,87190,31420
2008,1,Total,1153468,127849,250515,221680,330075,166468,56881
2008,2,Hombres,1550442,157859,311536,295929,493142,229956,62020
2008,2,Mujeres,1514486,151750,298123,285984,479443,227116,72070
2008,2,Total,3064928,309609,609659,581913,972585,457072,134090
2008,3,Hombres,302005,29998,58662,57641,97332,46136,12236
2008,3,Mujeres,287282,28926,55586,53853,92765,43132,13020
2008,3,Total,589287,58924,114248,111494,190097,89268,25256
2008,4,Hombres,402112,41765,83633,78026,115939,61178,21571
2008,4,Mujeres,406929,40138,80993,79390,123666,60975,21767
2008,4,Total,809041,81903,164626,157416,239605,122153,43338
2008,5,Hombres,1340823,141942,275896,249626,393121,210788,69450
2008,5,Mujeres,1352944,137004,265165,244181,408765,218225,79604
2008,5,Total,2693767,278946,541061,493807,801886,429013,149054
2008,6,Hombres,309863,30854,61778,58830,90606,50328,17467
2008,6,Mujeres,314242,29638,58895,58767,96105,51187,19650
2008,6,Total,624105,60492,120673,117597,186711,101515,37117
2008,7,Hombres,2297063,288613,555535,463364,584445,300113,104993
2008,7,Mujeres,2369758,280007,543327,483478,650000,304114,108832
2008,7,Total,4666821,568620,1098862,946842,1234445,604227,213825
2008,8,Hombres,1693921,179623,350900,316377,500218,259092,87711
2008,8,Mujeres,1704064,172862,337388,309469,511752,271596,100997
2008,8,Total,3397985,352485,688288,625846,1011970,530688,188708
2008,9,Hombres,4289726,345884,728211,768497,1370541,803628,272965
2008,9,Mujeres,4652939,332915,703985,774563,1505702,936469,399305
2008,9,Total,8942665,678799,1432196,1543060,2876243,1740097,672270
2008,10,Hombres,793839,88380,174840,152353,212518,118122,47626
2008,10,Mujeres,817976,85210,168659,153550,232236,126553,51768
2008,10,Total,1611815,173590,343499,305903,444754,244675,99394
2008,11,Hombres,2562643,296920,582434,497043,685848,361033,139365
2008,11,Mujeres,2768459,287293,572694,534966,802440,404104,166962
2008,11,Total,5331102,584213,1155128,1032009,1488288,765137,306327
2008,12,Hombres,1619665,193372,388418,317825,394948,227871,97231
2008,12,Mujeres,1717223,187778,380587,332915,451277,249991,114675
2008,12,Total,3336888,381150,769005,650740,846225,477862,211906
2008,13,Hombres,1243197,136151,270315,233522,334330,195472,73407
2008,13,Mujeres,1331310,131422,263975,248755,390156,210274,86728
2008,13,Total,2574507,267573,534290,482277,724486,405746,160135
2008,14,Hombres,3543436,389442,747773,680462,995619,533181,196959
2008,14,Mujeres,3692460,374695,722632,689105,1084272,584325,237431
2008,14,Total,7235896,764137,1470405,1369567,2079891,1117506,434390
2008,15,Hombres,7297113,763164,1516418,1402284,2181891,1116429,316927
2008,15,Mujeres,7621801,737731,1471845,1425155,2390481,1202702,393887
2008,15,Total,14918914,1500895,2988263,2827439,4572372,2319131,710814
2008,16,Hombres,2056354,229265,455551,396293,533193,307334,134718
2008,16,Mujeres,2208688,221996,448594,424243,617601,339326,156928
2008,16,Total,4265042,451261,904145,820536,1150794,646660,291646
2008,17,Hombres,838569,85180,173886,158001,231757,137149,52596
2008,17,Mujeres,895898,81785,168459,164224,266422,151604,63404
2008,17,Total,1734467,166965,342345,322225,498179,288753,116000
2008,18,Hombres,520973,55702,108007,97404,142274,83132,34454
2008,18,Mujeres,524353,53466,103445,97031,149469,84695,36247
2008,18,Total,1045326,109168,211452,194435,291743,167827,70701
2008,19,Hombres,2269191,222721,434099,415562,711258,366900,118651
2008,19,Mujeres,2269754,214650,416518,403499,715498,378053,141536
2008,19,Total,4538945,437371,850617,819061,1426756,744953,260187
2008,20,Hombres,1798455,201863,415195,345496,445355,268930,121616
2008,20,Mujeres,1948974,195460,408163,369514,526486,303371,145980
2008,20,Total,3747429,397323,823358,715010,971841,572301,267596
2008,21,Hombres,2753236,320803,627890,538443,727173,388738,150189
2008,21,Mujeres,2972255,310007,614552,569249,845274,442889,190284
2008,21,Total,5725491,630810,1242442,1107692,1572447,831627,340473
2008,22,Hombres,853045,93255,185696,168189,246572,121086,38247
2008,22,Mujeres,901569,90000,181438,176153,276251,130795,46932
2008,22,Total,1754614,183255,367134,344342,522823,251881,85179
2008,23,Hombres,637021,68414,128520,128159,209343,83874,18711
2008,23,Mujeres,613370,66317,123589,123645,203587,77684,18548
2008,23,Total,1250391,134731,252109,251804,412930,161558,37259
2008,24,Hombres,1249706,138239,278114,237834,325884,188581,81054
2008,24,Mujeres,1311601,133481,270539,246654,368177,202207,90543
2008,24,Total,2561307,271720,548653,484488,694061,390788,171597
2008,25,Hombres,1368601,136318,280363,258688,388506,222727,81999
2008,25,Mujeres,1377286,131108,268545,254336,404876,229336,89085
2008,25,Total,2745887,267426,548908,513024,793382,452063,171084
2008,26,Hombres,1305129,133194,264202,241436,383702,212093,70502
2008,26,Mujeres,1285851,127492,251143,232127,384149,212460,78480
2008,26,Total,2590980,260686,515345,473563,767851,424553,148982
2008,27,Hombres,1068999,115743,229378,209205,305129,158025,51519
2008,27,Mujeres,1098690,111387,222861,216561,334547,158775,54559
2008,27,Total,2167689,227130,452239,425766,639676,316800,106078
2008,28,Hombres,1597013,164720,318535,295050,479911,252290,86507
2008,28,Mujeres,1624316,158777,306194,292371,501740,263021,102213
2008,28,Total,3221329,323497,624729,587421,981651,515311,188720
2008,29,Hombres,557615,62940,123573,109072,154079,78266,29685
2008,29,Mujeres,590493,60619,119690,113164,176346,85822,34852
2008,29,Total,1148108,123559,243263,222236,330425,164088,64537
2008,30,Hombres,3662493,371412,765594,681761,989899,615324,238503
2008,30,Mujeres,3899058,358081,741703,708559,1139080,669133,282502
2008,30,Total,7561551,729493,1507297,1390320,2128979,1284457,521005
2008,31,Hombres,954263,92831,191276,185678,273014,150900,60564
2008,31,Mujeres,975657,90033,184767,184443,289788,159921,66705
2008,31,Total,1929920,182864,376043,370121,562802,310821,127269
2008,32,Hombres,713658,81294,157307,134295,186165,105364,49233
2008,32,Mujeres,752131,78479,153447,141932,211322,113470,53481
2008,32,Total,1465789,159773,310754,276227,397487,218834,102714
2009,1,Hombres,573462,65170,127814,111976,159240,82884,26378
2009,1,Mujeres,602706,62511,123797,114418,178239,91235,32506
2009,1,Total,1176168,127681,251611,226394,337479,174119,58884
2009,2,Hombres,1583439,158315,313836,302235,502535,242011,64507
2009,2,Mujeres,1546987,152198,300515,290923,489905,238318,75128
2009,2,Total,3130426,310513,614351,593158,992440,480329,139635
2009,3,Hombres,315662,30973,60444,60181,101872,49261,12931
2009,3,Mujeres,300460,29929,57382,56050,97214,46144,13741
2009,3,Total,616122,60902,117826,116231,199086,95405,26672
2009,4,Hombres,407886,41729,83258,79161,117939,63493,22306
2009,4,Mujeres,412914,40030,80479,80016,126265,63497,22627
2009,4,Total,820800,81759,163737,159177,244204,126990,44933
2009,5,Hombres,1363907,142213,277211,254049,399347,219286,71801
2009,5,Mujeres,1377205,137484,266588,247602,415855,227222,82454
2009,5,Total,2741112,279697,543799,501651,815202,446508,154255
2009,6,Hombres,318469,31259,62376,60493,93375,52771,18195
2009,6,Mujeres,322424,30066,59531,59928,98760,53648,20491
2009,6,Total,640893,61325,121907,120421,192135,106419,38686
2009,7,Hombres,2345240,291595,559350,474014,598690,311751,109840
2009,7,Mujeres,2422835,283087,547059,492054,668824,317201,114610
2009,7,Total,4768075,574682,1106409,966068,1267514,628952,224450
2009,8,Hombres,1707406,178927,349870,319050,502571,267441,89547
2009,8,Mujeres,1719513,172587,336762,311409,515644,279938,103173
2009,8,Total,3426919,351514,686632,630459,1018215,547379,192720
2009,9,Hombres,4286891,340464,716827,765223,1361945,822669,279763
2009,9,Mujeres,4654237,327853,692678,766658,1499599,959509,407940
2009,9,Total,8941128,668317,1409505,1531881,2861544,1782178,687703
2009,10,Hombres,805067,87934,174331,155348,216639,122035,48780
2009,10,Mujeres,828324,84989,168120,155092,235911,130984,53228
2009,10,Total,1633391,172923,342451,310440,452550,253019,102008
2009,11,Hombres,2622505,297479,585277,511712,706835,377059,144143
2009,11,Mujeres,2823388,287975,574191,543366,822950,422033,172873
2009,11,Total,5445893,585454,1159468,1055078,1529785,799092,317016
2009,12,Hombres,1645608,192752,387416,325172,404421,235315,100532
2009,12,Mujeres,1740278,187263,379187,336998,460018,258148,118664
2009,12,Total,3385886,380015,766603,662170,864439,493463,219196
2009,13,Hombres,1274093,137411,272579,239887,343954,203800,76462
2009,13,Mujeres,1362860,132724,265763,252629,401146,220089,90509
2009,13,Total,2636953,270135,538342,492516,745100,423889,166971
2009,14,Hombres,3604932,389365,748712,693778,1017623,552425,203029
2009,14,Mujeres,3746124,374725,722903,695345,1103375,605154,244622
2009,14,Total,7351056,764090,1471615,1389123,2120998,1157579,447651
2009,15,Hombres,7406438,764159,1520366,1422136,2207358,1162176,330243
2009,15,Mujeres,7745135,740068,1476118,1436375,2426628,1255609,410337
2009,15,Total,15151573,1504227,2996484,2858511,4633986,2417785,740580
2009,16,Hombres,2094296,229032,454631,405860,547837,318412,138524
2009,16,Mujeres,2240014,221884,446838,428204,629891,351419,161778
2009,16,Total,4334310,450916,901469,834064,1177728,669831,300302
2009,17,Hombres,854957,85278,174213,161657,236642,142700,54467
2009,17,Mujeres,912127,81843,168541,166357,271578,158044,65764
2009,17,Total,1767084,167121,342754,328014,508220,300744,120231
2009,18,Hombres,534992,56778,109008,100214,147168,86239,35585
2009,18,Mujeres,536842,54407,104325,98851,153582,88023,37654
2009,18,Total,1071834,111185,213333,199065,300750,174262,73239
2009,19,Hombres,2312319,223079,437252,422673,723717,382744,122854
2009,19,Mujeres,2313630,215135,419498,408681,729355,394266,146695
2009,19,Total,4625949,438214,856750,831354,1453072,777010,269549
2009,20,Hombres,1822565,201759,413072,350871,454025,277129,125709
2009,20,Mujeres,1975667,195362,405807,372609,537077,313168,151644
2009,20,Total,3798232,397121,818879,723480,991102,590297,277353
2009,21,Hombres,2784755,317664,626360,546790,738635,401070,154236
2009,21,Mujeres,3008844,307156,612679,573849,860954,458254,195952
2009,21,Total,5793599,624820,1239039,1120639,1599589,859324,350188
2009,22,Hombres,875805,93833,187213,172947,254230,127488,40094
2009,22,Mujeres,925209,90722,182675,179320,284988,138193,49311
2009,22,Total,1801014,184555,369888,352267,539218,265681,89405
2009,23,Hombres,659912,69797,130938,132819,217413,89152,19793
2009,23,Mujeres,635961,67685,125988,127683,212168,82756,19681
2009,23,Total,1295873,137482,256926,260502,429581,171908,39474
2009,24,Hombres,1264759,136594,276401,242156,331526,194673,83409
2009,24,Mujeres,1325392,131892,268535,248498,374039,209085,93343
2009,24,Total,2590151,268486,544936,490654,705565,403758,176752
2009,25,Hombres,1381745,135472,278259,261268,392969,229280,84497
2009,25,Mujeres,1390549,130290,266597,255515,409139,236838,92170
2009,25,Total,2772294,265762,544856,516783,802108,466118,176667
2009,26,Hombres,1331623,133502,266026,247082,391183,220954,72876
2009,26,Mujeres,1310177,127923,252762,235760,390940,221357,81435
2009,26,Total,2641800,261425,518788,482842,782123,442311,154311
2009,27,Hombres,1091617,116682,230663,213055,312145,165378,53694
2009,27,Mujeres,1123218,112404,223915,218916,343916,166910,57157
2009,27,Total,2214835,229086,454578,431971,656061,332288,110851
2009,28,Hombres,1618607,164854,319110,298577,485557,261738,88771
2009,28,Mujeres,1647462,158934,306864,294431,509124,272861,105248
2009,28,Total,3266069,323788,625974,593008,994681,534599,194019
2009,29,Hombres,566226,62838,123908,110780,156687,81496,30517
2009,29,Mujeres,600576,60545,119997,114118,180147,89801,35968
2009,29,Total,1166802,123383,243905,224898,336834,171297,66485
2009,30,Hombres,3705908,367991,759749,692661,1004375,634789,246343
2009,30,Mujeres,3943096,355162,735764,713146,1155290,691337,292397
2009,30,Total,7649004,723153,1495513,1405807,2159665,1326126,538740
2009,31,Hombres,964939,91861,190019,187586,277635,155633,62205
2009,31,Mujeres,988075,89368,183760,185388,295517,165279,68763
2009,31,Total,1953014,181229,373779,372974,573152,320912,130968
2009,32,Hombres,725361,81403,157082,137113,190555,108928,50280
2009,32,Mujeres,761768,78677,153018,142875,215060,117342,54796
2009,32,Total,1487129,160080,310100,279988,405615,226270,105076
2010,1,Hombres,584890,65151,128474,114724,162847,86372,27322
2010,1,Mujeres,613620,62465,124309,116128,181885,95179,33654
2010,1,Total,1198510,127616,252783,230852,344732,181551,60976
2010,2,Hombres,1609674,158071,314745,307268,509861,252765,66964
2010,2,Mujeres,1573979,152146,301594,294479,498698,248875,78187
2010,2,Total,3183653,310217,616339,601747,1008559,501640,145151
2010,3,Hombres,325841,31568,61550,62027,105240,51890,13566
2010,3,Mujeres,310344,30537,58535,57523,100502,48766,14481
2010,3,Total,636185,62105,120085,119550,205742,100656,28047
2010,4,Hombres,414309,41833,83172,80315,120171,65780,23038
2010,4,Mujeres,419633,40142,80394,80698,128850,66053,23496
2010,4,Total,833942,81975,163566,161013,249021,131833,46534
2010,5,Hombres,1386378,142607,278351,258334,405360,227590,74136
2010,5,Mujeres,1399746,137902,267600,250483,422453,236057,85251
2010,5,Total,2786124,280509,545951,508817,827813,463647,159387
2010,6,Hombres,325733,31584,62868,61808,95703,54942,18828
2010,6,Mujeres,329478,30361,59974,60839,101112,55934,21258
2010,6,Total,655211,61945,122842,122647,196815,110876,40086
2010,7,Hombres,2388569,294202,562720,482859,611849,322922,114017
2010,7,Mujeres,2469337,285791,550222,498425,685369,329996,119534
2010,7,Total,4857906,579993,1112942,981284,1297218,652918,233551
2010,8,Hombres,1724190,177972,349298,322393,506458,276355,91714
2010,8,Mujeres,1737692,171985,336368,313488,520864,289169,105818
2010,8,Total,3461882,349957,685666,635881,1027322,565524,197532
2010,9,Hombres,4304574,335299,707748,765672,1363330,844418,288107
2010,9,Mujeres,4677297,323074,683659,762171,1503016,986097,419280
2010,9,Total,8981871,658373,1391407,1527843,2866346,1830515,707387
2010,10,Hombres,816922,87861,174319,157993,220621,126143,49985
2010,10,Mujeres,839680,85019,168093,156510,239705,135552,54801
2010,10,Total,1656602,172880,342412,314503,460326,261695,104786
2010,11,Hombres,2673179,297601,586801,523432,724883,392027,148435
2010,11,Mujeres,2869752,288027,574527,549437,840356,439010,178395
2010,11,Total,5542931,585628,1161328,1072869,1565239,831037,326830
2010,12,Hombres,1667900,192229,386432,330550,412373,242785,103531
2010,12,Mujeres,1761981,186700,377793,339844,468206,266874,122564
2010,12,Total,3429881,378929,764225,670394,880579,509659,226095
2010,13,Hombres,1299657,137967,274102,244827,351819,211660,79282
2010,13,Mujeres,1389248,133263,266808,255311,410305,229513,94048
2010,13,Total,2688905,271230,540910,500138,762124,441173,173330
2010,14,Hombres,3662807,388737,749758,705674,1037979,571612,209047
2010,14,Mujeres,3799048,374229,723574,701048,1121913,626200,252084
2010,14,Total,7461855,762966,1473332,1406722,2159892,1197812,461131
2010,15,Hombres,7515116,762533,1521527,1441588,2237422,1208189,343857
2010,15,Mujeres,7862846,738661,1476632,1446745,2464599,1308689,427520
2010,15,Total,15377962,1501194,2998159,2888333,4702021,2516878,771377
2010,16,Hombres,2127859,229297,454313,413003,560075,329060,142111
2010,16,Mujeres,2270090,222171,445941,431083,640969,363460,166466
2010,16,Total,4397949,451468,900254,844086,1201044,692520,308577
2010,17,Hombres,869851,85308,174340,164721,241174,147985,56323
2010,17,Mujeres,927241,81851,168490,168047,276397,164242,68214
2010,17,Total,1797092,167159,342830,332768,517571,312227,124537
2010,18,Hombres,546719,57462,109893,102449,151033,89283,36599
2010,18,Mujeres,547715,55034,105063,100219,157183,91262,38954
2010,18,Total,1094434,112496,214956,202668,308216,180545,75553
2010,19,Hombres,2355643,223560,440232,430624,736099,398129,126999
2010,19,Mujeres,2357002,215774,422324,414102,742531,410366,151905
2010,19,Total,4712645,439334,862556,844726,1478630,808495,278904
2010,20,Hombres,1845756,201435,411595,355397,462348,285581,129400
2010,20,Mujeres,2000807,195053,404031,374721,546889,323399,156714
2010,20,Total,3846563,396488,815626,730118,1009237,608980,286114
2010,21,Hombres,2820805,315828,625796,555327,751235,414171,158448
2010,21,Mujeres,3048264,305509,611667,578206,876381,474519,201982
2010,21,Total,5869069,621337,1237463,1133533,1627616,888690,360430
2010,22,Hombres,896658,94359,188556,177263,261282,133430,41768
2010,22,Mujeres,945706,91222,183552,181952,292598,144963,51419
2010,22,Total,1842364,185581,372108,359215,553880,278393,93187
2010,23,Hombres,678426,70612,132659,136451,223879,93950,20875
2010,23,Mujeres,654503,68519,127712,130674,219140,87600,20858
2010,23,Total,1332929,139131,260371,267125,443019,181550,41733
2010,24,Hombres,1280448,135338,275246,245928,337079,201062,85795
2010,24,Mujeres,1340665,130697,267225,250142,379963,216378,96260
2010,24,Total,2621113,266035,542471,496070,717042,417440,182055
2010,25,Hombres,1398854,135037,277511,264535,398159,236526,87086
2010,25,Mujeres,1407841,129817,265760,257217,414558,245047,95442
2010,25,Total,2806695,264854,543271,521752,812717,481573,182528
2010,26,Hombres,1354349,133454,267090,251659,397746,229220,75180
2010,26,Mujeres,1333131,128131,253941,238957,397774,230017,84311
2010,26,Total,2687480,261585,521031,490616,795520,459237,159491
2010,27,Hombres,1111393,117352,231440,216242,318486,172160,55713
2010,27,Mujeres,1143860,113014,224486,220638,351753,174383,59586
2010,27,Total,2255253,230366,455926,436880,670239,346543,115299
2010,28,Hombres,1640369,164810,319805,302159,491022,271234,91339
2010,28,Mujeres,1669940,158947,307423,296144,515786,283023,108617
2010,28,Total,3310309,323757,627228,598303,1006808,554257,199956
2010,29,Hombres,575401,62736,124240,112640,159601,84775,31409
2010,29,Mujeres,610468,60447,120233,115121,183795,93745,37127
2010,29,Total,1185869,123183,244473,227761,343396,178520,68536
2010,30,Hombres,3754967,366433,756902,702639,1019771,655104,254118
2010,30,Mujeres,3992717,353686,732202,717167,1172211,715072,302379
2010,30,Total,7747684,720119,1489104,1419806,2191982,1370176,556497
2010,31,Hombres,977798,91289,189459,189910,282623,160606,63911
2010,31,Mujeres,1001897,88974,183304,186633,301116,170978,70892
2010,31,Total,1979695,180263,372763,376543,583739,331584,134803
2010,32,Hombres,736560,81499,157149,139440,194397,112654,51421
2010,32,Mujeres,771548,78815,152877,143688,218595,121380,56193
2010,32,Total,1508108,160314,310026,283128,412992,234034,107614
2011,1,Hombres,597855,65273,129440,117886,166950,89947,28359
2011,1,Mujeres,625570,62534,125163,118033,185712,99209,34919
2011,1,Total,1223425,127807,254603,235919,352662,189156,63278
2011,2,Hombres,1627121,156784,313891,310614,513659,262562,69611
2011,2,Mujeres,1595485,151496,301274,296665,505372,259156,81522
2011,2,Total,3222606,308280,615165,607279,1019031,521718,151133
2011,3,Hombres,333401,31920,62163,63262,107664,54163,14229
2011,3,Mujeres,318018,30889,59309,58416,102844,51178,15382
2011,3,Total,651419,62809,121472,121678,210508,105341,29611
2011,4,Hombres,421944,42228,83432,81497,122935,68049,23803
2011,4,Mujeres,427997,40696,80922,81518,131698,68727,24436
2011,4,Total,849941,82924,164354,163015,254633,136776,48239
2011,5,Hombres,1409170,143487,279677,262700,410877,235877,76552
2011,5,Mujeres,1421140,138589,268514,253097,428223,244739,87978
2011,5,Total,2830310,282076,548191,515797,839100,480616,164530
2011,6,Hombres,332123,31979,63420,62792,97761,56807,19364
2011,6,Mujeres,335999,30638,60362,61610,103371,58055,21963
2011,6,Total,668122,62617,123782,124402,201132,114862,41327
2011,7,Hombres,2430598,297772,566848,489934,625080,333429,117535
2011,7,Mujeres,2514339,289604,554158,502892,701372,342704,123609
2011,7,Total,4944937,587376,1121006,992826,1326452,676133,241144
2011,8,Hombres,1742255,176287,348978,326143,510679,285995,94173
2011,8,Mujeres,1757297,170786,336147,315730,526611,299195,108828
2011,8,Total,3499552,347073,685125,641873,1037290,585190,203001
2011,9,Hombres,4328080,328193,697300,766505,1370154,866992,298936
2011,9,Mujeres,4706395,316707,673632,757935,1510791,1013534,433796
2011,9,Total,9034475,644900,1370932,1524440,2880945,1880526,732732
2011,10,Hombres,829883,88373,174974,160295,224629,130470,51142
2011,10,Mujeres,852555,85537,168842,157906,243682,140152,56436
2011,10,Total,1682438,173910,343816,318201,468311,270622,107578
2011,11,Hombres,2716650,297355,586834,532719,741734,406077,151931
2011,11,Mujeres,2907053,287485,573345,553075,855050,454931,183167
2011,11,Total,5623703,584840,1160179,1085794,1596784,861008,335098
2011,12,Hombres,1684416,191734,384807,333274,418690,249875,106036
2011,12,Mujeres,1781063,186002,375748,341075,475962,275979,126297
2011,12,Total,3465479,377736,760555,674349,894652,525854,232333
2011,13,Hombres,1320484,137857,275155,248285,358137,219064,81986
2011,13,Mujeres,1411244,133076,267271,256633,417966,238841,97457
2011,13,Total,2731728,270933,542426,504918,776103,457905,179443
2011,14,Hombres,3717989,387262,751161,716227,1057818,590557,214964
2011,14,Mujeres,3850907,373114,725226,706327,1140011,646625,259604
2011,14,Total,7568896,760376,1476387,1422554,2197829,1237182,474568
2011,15,Hombres,7623958,756764,1518410,1459756,2272058,1257201,359769
2011,15,Mujeres,7976790,731790,1471873,1455931,2504847,1364826,447523
2011,15,Total,15600748,1488554,2990283,2915687,4776905,2622027,807292
2011,16,Hombres,2156271,230614,454540,417026,570302,338707,145082
2011,16,Mujeres,2297591,223447,445924,432261,650675,374758,170526
2011,16,Total,4453862,454061,900464,849287,1220977,713465,315608
2011,17,Hombres,883455,85324,174162,167221,245529,152956,58263
2011,17,Mujeres,941387,81881,168234,169320,280902,170134,70916
2011,17,Total,1824842,167205,342396,336541,526431,323090,129179
2011,18,Hombres,556804,57946,111004,104184,154050,92230,37390
2011,18,Mujeres,557698,55562,105971,101226,160543,94290,40106
2011,18,Total,1114502,113508,216975,205410,314593,186520,77496
2011,19,Hombres,2403355,224639,444239,440707,748786,413713,131271
2011,19,Mujeres,2404213,217205,426358,421124,755322,426854,157350
2011,19,Total,4807568,441844,870597,861831,1504108,840567,288621
2011,20,Hombres,1866179,200784,410172,358402,470651,293756,132414
2011,20,Mujeres,2022282,194497,402273,375114,556109,333473,160816
2011,20,Total,3888461,395281,812445,733516,1026760,627229,293230
2011,21,Hombres,2862614,315265,626109,564497,765978,428000,162765
2011,21,Mujeres,3091324,305193,611491,582367,892262,491685,208326
2011,21,Total,5953938,620458,1237600,1146864,1658240,919685,371091
2011,22,Hombres,918759,95142,190228,181778,268888,139336,43387
2011,22,Mujeres,965299,91741,184355,184437,299970,151479,53317
2011,22,Total,1884058,186883,374583,366215,568858,290815,96704
2011,23,Hombres,694821,71039,134131,139288,229354,98811,22198
2011,23,Mujeres,672126,69046,129290,133093,225419,92923,22355
2011,23,Total,1366947,140085,263421,272381,454773,191734,44553
2011,24,Hombres,1295804,134142,274232,248998,342602,207671,88159
2011,24,Mujeres,1356630,129647,266329,251441,385932,224026,99255
2011,24,Total,2652434,263789,540561,500439,728534,431697,187414
2011,25,Hombres,1420269,135100,278301,268603,403937,244462,89866
2011,25,Mujeres,1429977,129773,266202,259689,421175,254023,99115
2011,25,Total,2850246,264873,544503,528292,825112,498485,188981
2011,26,Hombres,1372664,132950,267434,255044,403051,236750,77435
2011,26,Mujeres,1356066,128254,255073,242254,404932,238424,87129
2011,26,Total,2728730,261204,522507,497298,807983,475174,164564
2011,27,Hombres,1128835,118040,231735,218436,324444,178505,57675
2011,27,Mujeres,1161260,113450,224634,221476,358370,181353,61977
2011,27,Total,2290095,231490,456369,439912,682814,359858,119652
2011,28,Hombres,1661270,164594,320881,305429,495076,280951,94339
2011,28,Mujeres,1690852,158931,308127,297151,520573,293626,112444
2011,28,Total,3352122,323525,629008,602580,1015649,574577,206783
2011,29,Hombres,586109,62641,124680,114864,163191,88346,32387
2011,29,Mujeres,620951,60333,120491,116300,187589,97901,38337
2011,29,Total,1207060,122974,245171,231164,350780,186247,70724
2011,30,Hombres,3809169,367169,756820,711186,1036234,675732,262028
2011,30,Mujeres,4046335,354034,730502,719837,1189348,740020,312594
